passenger_id,flight_id
194213793,1003
194213794,1004
194213795,1005
194213796,1006
194213797,1007
194213798,1020
194213799,1001
194213800,1002
194213801,1003
194213802,1004
194213803,1005
194213804,1006
194213805,1007
194213806,1020
194213807,1001
194213808,1002
194213809,1003
194213810,1004
194213811,1005
194213812,1006
194213813,1007
194213814,1020
194213815,1001
194213816,1002
194213817,1003
194213818,1004
194213819,1005
194213820,1006
194213821,1007
194213822,1020
194213823,1001
194213824,1002
194213825,1003
194213826,1004
194213827,1005
194213828,1006
194213829,1007
194213830,1020
194213831,1001
194213832,1002
194213833,1003
194213834,1004
194213835,1005
194213836,1006
194213837,1007
194213838,1020
194213839,1001
194213840,1002
194213841,1003
194213842,1004
194213843,1005
194213844,1006
194213845,1007
194213846,1020
194213847,1001
194213848,1002
194213849,1003
194213850,1004
194213851,1005
194213852,1006
194213853,1007
194213854,1020
194213855,1001
194213856,1002
194213857,1003
194213858,1004
194213859,1005
194213860,1006
194213861,1007
194213862,1020
194213863,1001
194213864,1002
194213865,1003
194213866,1004
194213867,1005
194213868,1006
194213869,1007
194213870,1020
194213871,1001
194213872,1002
194213873,1003
194213874,1004
194213875,1005
194213876,1006
194213877,1007
194213878,1020
194213879,1001
194213880,1002
194213881,1003
194213882,1004
194213883,1005
194213884,1006
194213885,1007
194213886,1020
194213887,1001
194213888,1002
194213889,1003
194213890,1004
194213891,1005
194213892,1006
194213893,1007
194213894,1020
194213895,1001
194213896,1002
194213897,1003
194213898,1004
194213899,1005
194213900,1006
194213901,1007
194213902,1020
194213903,1001
194213904,1002
194213905,1003
194213906,1004
194213907,1005
194213908,1006
194213909,1007
194213910,1020
194213911,1001
194213912,1002
194213913,1003
194213914,1004
194213915,1005
194213916,1006
194213917,1007
194213918,1020
194213919,1001
194213920,1002
194213921,1003
194213922,1004
194213923,1005
194213924,1006
194213925,1007
194213926,1020
194213927,1001
194213928,1002
194213929,1003
194213930,1004
194213931,1005
194213932,1006
194213933,1007
194213934,1020
194213935,1001
194213936,1002
194213937,1003
194213938,1004
194213939,1005
194213940,1006
194213941,1007
194213942,1020
194213943,1001
194213944,1002
194213945,1003
194213946,1004
194213947,1005
194213948,1006
194213949,1007
194213950,1020
194213951,1001
194213952,1002
194213953,1003
194213954,1004
194213955,1005
194213956,1006
194213957,1007
194213958,1020
194213959,1001
194213960,1002
194213961,1003
194213962,1004
194213963,1005
194213964,1006
194213965,1007
194213966,1020
194213967,1001
194213968,1002
194213969,1003
194213970,1004
194213971,1005
194213972,1006
194213973,1007
194213974,1020
194213975,1001
194213976,1002
194213977,1003
194213978,1004
194213979,1005
194213980,1006
194213981,1007
194213982,1020
194213983,1001
194213984,1002
194213985,1003
194213986,1004
194213987,1005
194213988,1006
194213989,1007
194213990,1020
194213991,1001
194213992,1002
194213993,1003
194213994,1004
194213995,1005
194213996,1006
194213997,1007
194213998,1020
194213999,1001
194214000,1002
194214001,1003
194214002,1004
194214003,1005
194214004,1006
194214005,1007
194214006,1020
194214007,1001
194214008,1002
194214009,1003
194214010,1004
194214011,1005
194214012,1006
194214013,1007
194214014,1020
194214015,1001
194214016,1002
194214017,1003
194214018,1004
194214019,1005
194214020,1006
194214021,1007
194214022,1020
194214023,1001
194214024,1002
194214025,1003
194214026,1004
194214027,1005
194214028,1006
194214029,1007
194214030,1020
194214031,1001
194214032,1002
194214033,1003
194214034,1004
194214035,1005
194214036,1006
194214037,1007
194214038,1020
194214039,1001
194214040,1002
194214041,1003
194214042,1004
194214043,1005
194214044,1006
194214045,1007
194214046,1020
194214047,1001
194214048,1002
194214049,1003
194214050,1004
194214051,1005
194214052,1006
194214053,1007
194214054,1020
194214055,1001
194214056,1002
194214057,1003
194214058,1004
194214059,1005
194214060,1006
194214061,1007
194214062,1020
194214063,1001
194214064,1002
194214065,1003
194214066,1004
194214067,1005
194214068,1006
194214069,1007
194214070,1020
194214071,1001
194214072,1002
194214073,1003
194214074,1004
194214075,1005
194214076,1006
194214077,1007
194214078,1020
194214079,1001
194214080,1002
194214081,1003
194214082,1004
194214083,1005
194214084,1006
194214085,1007
194214086,1020
194214087,1001
194214088,1002
194214089,1003
194214090,1004
194214091,1005
194214092,1006
194214093,1007
194214094,1020
194214095,1001
194214096,1002
194214097,1003
194214098,1004
194214099,1005
194214100,1006
194214101,1007
194214102,1020
194214103,1001
194214104,1002
194214105,1003
194214106,1004
194214107,1005
194214108,1006
194214109,1007
194214110,1020
194214111,1001
194214112,1002
194214113,1003
194214114,1004
194214115,1005
194214116,1006
194214117,1007
194214118,1020
194214119,1001
194214120,1002
194214121,1003
194214122,1004
194214123,1005
194214124,1006
194214125,1007
194214126,1020
194214127,1001
194214128,1002
194214129,1003
194214130,1004
194214131,1005
194214132,1006
194214133,1007
194214134,1020
194214135,1001
194214136,1002
194214137,1003
194214138,1004
194214139,1005
194214140,1006
194214141,1007
194214142,1020
194214143,1001
194214144,1002
194214145,1003
194214146,1004
194214147,1005
194214148,1006
194214149,1007
194214150,1020
194214151,1001
194214152,1002
194214153,1003
194214154,1004
194214155,1005
194214156,1006
194214157,1007
194214158,1020
194214159,1001
194214160,1002
194214161,1003
194214162,1004
194214163,1005
194214164,1006
194214165,1007
194214166,1020
194214167,1001
194214168,1002
194214169,1003
194214170,1004
194214171,1005
194214172,1006
194214173,1007
194214174,1020
194214175,1001
194214176,1002
194214177,1003
194214178,1004
194214179,1005
194214180,1006
194214181,1007
194214182,1020
194214183,1001
194214184,1002
194214185,1003
194214186,1004
194214187,1005
194214188,1006
194214189,1007
194214190,1020
194214191,1001
194214192,1002
194214193,1003
194214194,1004
194214195,1005
194214196,1006
194214197,1007
194214198,1020
194214199,1001
194214200,1002
194214201,1003
194214202,1004
194214203,1005
194214204,1006
194214205,1007
194214206,1020
194214207,1001
194214208,1002
194214209,1003
194214210,1004
194214211,1005
194214212,1006
194214213,1007
194214214,1020
194214215,1001
194214216,1002
194214217,1003
194214218,1004
194214219,1005
194214220,1006
194214221,1007
194214222,1020
194214223,1001
194214224,1002
194214225,1003
194214226,1004
194214227,1005
194214228,1006
194214229,1007
194214230,1020
194214231,1001
194214232,1002
194214233,1003
194214234,1004
194214235,1005
194214236,1006
194214237,1007
194214238,1020
194214239,1001
194214240,1002
194214241,1003
194214242,1004
194214243,1005
194214244,1006
194214245,1007
194214246,1020
194214247,1001
194214248,1002
194214249,1003
194214250,1004
194214251,1005
194214252,1006
194214253,1007
194214254,1020
194214255,1001
194214256,1002
194214257,1003
194214258,1004
194214259,1005
194214260,1006
194214261,1007
194214262,1020
194214263,1001
194214264,1002
194214265,1003
194214266,1004
194214267,1005
194214268,1006
194214269,1007
194214270,1020
194214271,1001
194214272,1002
194214273,1003
194214274,1004
194214275,1005
194214276,1006
194214277,1007
194214278,1020
194214279,1001
194214280,1002
194214281,1003
194214282,1004
194214283,1005
194214284,1006
194214285,1007
194214286,1020
194214287,1001
194214288,1002
194214289,1003
194214290,1004
194214291,1005
194214292,1006
194214293,1007
194214294,1020
194214295,1001
194214296,1002
194214297,1003
194214298,1004
194214299,1005
194214300,1006
194214301,1007
194214302,1020
194214303,1001
194214304,1002
194214305,1003
194214306,1004
194214307,1005
194214308,1006
194214309,1007
194214310,1020
194214311,1001
194214312,1002
194214313,1003
194214314,1004
194214315,1005
194214316,1006
194214317,1007
194214318,1020
194214319,1001
194214320,1002
194214321,1003
194214322,1004
194214323,1005
194214324,1006
194214325,1007
194214326,1020
194214327,1001
194214328,1002
194214329,1003
194214330,1004
194214331,1005
194214332,1006
194214333,1007
194214334,1020
194214335,1001
194214336,1002
194214337,1003
194214338,1004
194214339,1005
194214340,1006
194214341,1007
194214342,1020
194214343,1001
194214344,1002
194214345,1003
194214346,1004
194214347,1005
194214348,1006
194214349,1007
194214350,1020
194214351,1001
194214352,1002
194214353,1003
194214354,1004
194214355,1005
194214356,1006
194214357,1007
194214358,1020
194214359,1001
194214360,1002
194214361,1003
194214362,1004
194214363,1005
194214364,1006
194214365,1007
194214366,1020
194214367,1001
194214368,1002
194214369,1003
194214370,1004
194214371,1005
194214372,1006
194214373,1007
194214374,1020
194214375,1001
194214376,1002
194214377,1003
194214378,1004
194214379,1005
194214380,1006
194214381,1007
194214382,1020
194214383,1001
194214384,1002
194214385,1003
194214386,1004
194214387,1005
194214388,1006
194214389,1007
194214390,1020
194214391,1001
194214392,1002
194214393,1003
194214394,1004
194214395,1005
194214396,1006
194214397,1007
194214398,1020
194214399,1001
194214400,1002
194214401,1003
194214402,1004
194214403,1005
194214404,1006
194214405,1007
194214406,1020
194214407,1001
194214408,1002
194214409,1003
194214410,1004
194214411,1005
194214412,1006
194214413,1007
194214414,1020
194214415,1001
194214416,1002
194214417,1003
194214418,1004
194214419,1005
194214420,1006
194214421,1007
194214422,1020
194214423,1001
194214424,1002
194214425,1003
194214426,1004
194214427,1005
194214428,1006
194214429,1007
194214430,1020
194214431,1001
194214432,1002
194214433,1003
194214434,1004
194214435,1005
194214436,1006
194214437,1007
194214438,1020
194214439,1001
194214440,1002
194214441,1003
194214442,1004
194214443,1005
194214444,1006
194214445,1007
194214446,1020
194214447,1001
194214448,1002
194214449,1003
194214450,1004
194214451,1005
194214452,1006
194214453,1007
194214454,1020
194214455,1001
194214456,1002
194214457,1003
194214458,1004
194214459,1005
194214460,1006
194214461,1007
194214462,1020
194214463,1001
194214464,1002
194214465,1003
194214466,1004
194214467,1005
194214468,1006
194214469,1007
194214470,1020
194214471,1001
194214472,1002
194214473,1003
194214474,1004
194214475,1005
194214476,1006
194214477,1007
194214478,1020
194214479,1001
194214480,1002
194214481,1003
194214482,1004
194214483,1005
194214484,1006
194214485,1007
194214486,1020
194214487,1001
194214488,1002
194214489,1003
194214490,1004
194214491,1005
194214492,1006
194214493,1007
194214494,1020
194214495,1001
194214496,1002
194214497,1003
194214498,1004
194214499,1005
194214500,1006
194214501,1007
194214502,1020
194214503,1001
194214504,1002
194214505,1003
194214506,1004
194214507,1005
194214508,1006
194214509,1007
194214510,1020
194214511,1001
194214512,1002
194214513,1003
194214514,1004
194214515,1005
194214516,1006
194214517,1007
194214518,1020
194214519,1001
194214520,1002
194214521,1003
194214522,1004
194214523,1005
194214524,1006
194214525,1007
194214526,1020
194214527,1001
194214528,1002
194214529,1003
194214530,1004
194214531,1005
194214532,1006
194214533,1007
194214534,1020
194214535,1001
194214536,1002
194214537,1003
194214538,1004
